Country,Year,Region,Average_Monthly_Income,Cost_of_Living,Tax_Rate,Housing_Cost_Percentage,Savings_Percentage,Healthcare_Cost_Percentage,Education_Cost_Percentage,Transportation_Cost_Percentage,TakeHome,Housing_Share_TakeHome_Percent,Savings_Share_TakeHome_Percent,Net_Savings_Room_Percent,Other_Essentials_Percentage,Savings_to_Spending_Ratio,Savings_to_Spending_Ratio_Net
India,2021,Asia,2048.16,6129.74,20.42,43.66,22.77,19.72,3.3,11.15,1629.9257279999997,54.86303091228951,28.61271676300578,-26.25031414928373,-21.019999999999996,0.2948336138806163,0.4008097165991903
France,2016,Europe,582.47,1569.19,15.58,35.52,3.08,14.74,2.22,19.67,491.7211740000001,42.07533759772566,3.6484245439469323,-38.426913053778726,9.189999999999998,0.03177878662814693,0.0378657487091222
United States,2012,North America,1526.64,4971.33,14.08,33.21,15.42,17.07,10.6,7.71,1311.689088,38.652234636871505,17.946927374301673,-20.705307262569832,1.9099999999999993,0.1823126034523528,0.21872340425531908
South Africa,2000,Africa,7250.14,5931.56,11.81,24.42,15.27,15.73,9.83,16.99,6393.898466000001,27.690214310012472,17.314888309332126,-10.375326000680346,5.949999999999999,0.18021952083087453,0.20940756993965992
Australia,2001,Oceania,7054.18,6634.45,7.02,29.85,11.08,13.9,4.12,10.01,6558.976564,32.10367821036782,11.916541191654119,-20.1871370187137,24.02000000000001,0.1246063877642825,0.13528693528693528
Germany,2008,Europe,4980.6,4909.44,16.99,33.02,27.99,5.8,5.04,15.96,4134.396060000001,39.778339959041084,33.71882905674015,-6.059510902300936,-4.799999999999997,0.3886960144424385,0.5087241003271536
South Africa,2002,Africa,5003.88,3681.35,14.46,22.66,24.83,11.82,2.31,11.3,4280.318952,26.4905307458499,29.027355623100306,2.5368248772504067,12.619999999999997,0.33031794598909137,0.4089935760171306
United States,2000,North America,5487.78,4477.79,38.82,26.62,20.92,15.12,12.85,13.68,3357.423804,43.51095129127166,34.194181104936256,-9.316770186335404,-28.009999999999998,0.26454223571067276,0.5196224540486837
Russia,2020,Europe,1815.28,6134.77,24.52,37.95,21.43,15.16,14.67,17.49,1370.173344,50.27821939586645,28.391626921038682,-21.88659247482777,-31.22,0.27275041364388447,0.3964847363552266
Mexico,2015,North America,7358.09,4166.02,17.15,42.07,13.85,10.6,3.76,17.06,6096.177565,50.77851538925769,16.716958358479182,-34.06155703077851,-4.490000000000007,0.1607661056297156,0.20072463768115947
France,2022,Europe,3640.78,600.55,25.32,49.95,27.63,19.13,5.01,18.0,2718.9345040000003,66.88537761114087,36.99785752544188,-29.887520085698988,-45.03999999999999,0.381788033715628,0.5872476089266736
France,2005,Europe,3373.54,6544.26,9.87,47.99,20.84,7.51,13.29,5.89,3040.571602,53.24531232663931,23.122156884500168,-30.12315544213914,-5.390000000000005,0.2632642748863062,0.30076490114013565
Germany,2016,Europe,4391.88,4950.88,20.54,39.28,21.87,12.51,14.04,15.38,3489.787848,49.43367732192298,27.523282154543168,-21.91039516737981,-23.619999999999994,0.2799180852425445,0.3797534294148289
Australia,2004,Oceania,852.24,4864.99,26.92,32.64,25.85,15.36,7.46,7.1,622.816992,44.66338259441708,35.37219485495348,-9.291187739463602,-15.330000000000004,0.34861766689143625,0.5473216176159221
China,2004,Asia,1747.13,1823.46,22.11,39.09,8.22,15.46,2.66,11.24,1360.8395570000002,50.186159969187315,10.55334446013609,-39.63281550905123,1.219999999999997,0.08956199607757682,0.1179847854169657
Japan,2005,Asia,6035.25,4748.64,19.06,43.57,24.21,14.73,2.51,13.23,4884.93135,53.82999752903386,29.911045218680503,-23.918952310353358,-17.310000000000002,0.3194352816994327,0.42675832892649396
Australia,2002,Oceania,1120.99,2999.51,39.78,23.55,5.86,9.13,9.46,11.04,675.0601780000001,39.10660909996679,9.730986383261374,-29.375622716705415,1.1799999999999997,0.06224771616741024,0.1077998528329654
Mexico,2020,North America,5023.64,4698.14,35.81,32.3,10.36,7.34,7.11,12.79,3224.6745159999996,50.31936438697616,16.139585605234462,-34.1797787817417,-5.709999999999998,0.11557340473003123,0.1924577373211964
China,2022,Asia,2340.12,1103.51,26.82,45.19,10.07,14.54,2.37,19.95,1712.499816,61.75184476632959,13.760590325225472,-47.99125444110412,-18.93999999999999,0.11197598131880351,0.15956266835683727
France,2004,Europe,3419.72,4741.78,24.93,31.51,29.36,13.99,9.58,7.03,2567.183804,41.97415745304383,39.110163847076066,-2.8639936059677638,-16.400000000000013,0.41562853907134767,0.6423102165828047
India,2020,Asia,2665.2,6996.13,26.72,37.16,25.7,7.69,2.15,15.13,1953.05856,50.70960698689956,35.07096069868996,-15.6386462882096,-14.549999999999995,0.34589502018842533,0.5401429171920975
Mexico,2004,North America,3167.55,718.2,12.05,37.63,21.04,15.58,12.24,10.94,2785.860225,42.78567367822627,23.922683342808412,-18.862990335417855,-9.479999999999999,0.2664640324214792,0.31445224929009113
United States,2009,North America,5892.84,6849.35,18.83,25.53,21.81,11.83,5.98,7.0,4783.218228,31.45250708389799,26.869533078723663,-4.582974005174329,9.02,0.27893592531014194,0.3674191374663072
Germany,2009,Europe,2728.41,3085.59,6.38,30.87,16.86,15.02,2.52,7.38,2554.337442,32.97372356334117,18.008972441785943,-14.964751121555224,20.970000000000002,0.2027904738994467,0.21964564877540385
United States,2018,North America,4748.03,6146.97,21.64,30.04,28.41,17.56,9.65,19.24,3720.5563079999997,38.33588565594691,36.25574272588055,-2.0801429300663585,-26.54,0.39684313451599385,0.5687687687687687
Mexico,2016,North America,4070.38,5563.74,24.01,20.79,14.89,7.55,7.17,18.19,3093.0817620000003,27.358863008290562,19.59468351098829,-7.764179497302273,7.399999999999995,0.17495006462225357,0.24369885433715222
Brazil,2020,South America,5477.53,4142.31,12.97,20.73,11.42,5.29,14.66,18.61,4767.094359,23.819372630127543,13.121911984373206,-10.697460645754337,16.319999999999993,0.12892300745089186,0.1510382224573469
Brazil,2013,South America,7526.22,5273.76,38.74,44.95,4.89,16.69,9.07,19.87,4610.562372,73.37577538361084,7.982370225269343,-65.3934051583415,-34.21000000000001,0.051414152034486384,0.08674827035657263
Russia,2008,Europe,5994.29,6198.2,36.83,28.19,23.59,14.15,5.58,8.12,3786.592993,44.62561342409372,37.34367579547253,-7.281937628621193,-16.459999999999994,0.3087292239235702,0.5960080848913591
Australia,2013,Oceania,2112.05,3067.33,30.28,35.54,22.03,15.49,11.22,10.33,1472.5212600000002,50.97532989099254,31.597819850831897,-19.377510040160644,-24.89,0.28254456842375275,0.4619417068567834
France,2000,Europe,733.87,2558.42,23.67,28.96,11.53,17.57,5.53,15.04,560.162971,37.94052142014935,15.10546312066029,-22.835058299489063,-2.3000000000000043,0.13032666440601334,0.1779320987654321
France,2018,Europe,2466.98,4806.12,35.45,48.22,0.76,17.04,13.76,12.26,1592.4355899999998,74.70178156467856,1.1773818745158793,-73.52439969016268,-27.490000000000002,0.00765820233776703,0.011914093118043582
Japan,2012,Asia,4963.08,5731.78,9.57,27.78,25.17,19.41,6.87,11.28,4488.113244,30.71989384053964,27.833683512108813,-2.8862103284308276,-0.07999999999999652,0.33636242148870776,0.3856880171621208
Japan,2012,Asia,885.69,5431.08,32.67,32.89,0.34,13.04,9.15,10.37,596.3350770000001,48.848952918461315,0.5049754938363286,-48.34397742462499,1.5399999999999956,0.0034115994380895047,0.005075384385729213
Japan,2003,Asia,4222.75,5665.57,9.37,46.18,21.11,12.33,2.66,13.91,3827.078325,50.95443010040825,23.292507999558644,-27.66192210084961,-5.560000000000004,0.26758778045379644,0.3036536248561565
India,2000,Asia,4976.32,3274.85,32.8,45.26,29.11,11.03,7.54,13.63,3344.08704,67.35119047619047,43.31845238095238,-24.032738095238088,-39.37,0.41063619692481307,0.7642425833552112
South Africa,2016,Africa,3006.83,5797.71,14.65,25.58,13.13,7.31,12.82,7.42,2566.329405,29.970708845928527,15.383714118336265,-14.586994727592263,19.08999999999999,0.1511453896627144,0.1818055940182775
Canada,2007,North America,6281.84,1193.38,35.7,44.08,7.05,13.59,12.47,12.08,4039.22312,68.55365474339035,10.964230171073094,-57.589424572317256,-24.970000000000002,0.07584722969338353,0.12314410480349344
South Africa,2001,Africa,1299.49,3993.63,38.04,33.75,21.15,9.16,4.92,13.3,805.1640039999999,54.47062621045836,34.134925758553905,-20.335700451904458,-20.32,0.2682308180088776,0.5182553295760842
United States,2007,North America,1063.53,438.01,10.21,34.49,24.51,18.82,4.94,13.55,954.943587,38.41184987192338,27.297026394921488,-11.114823477001892,-6.520000000000013,0.32467876539939067,0.3754595588235295
South Africa,2006,Africa,5961.42,2542.27,21.19,24.0,16.39,13.75,12.62,8.15,4698.195102000001,30.452988199467075,20.796853191219387,-9.656135008247688,3.900000000000002,0.19602918311206793,0.262576097404678
India,2001,Asia,4216.18,2818.65,39.33,22.42,29.01,13.89,14.1,16.13,2557.9564060000002,36.9540135157409,47.81605406296357,10.862040547222676,-34.879999999999995,0.4086491055078181,0.9162981680353759
Russia,2021,Europe,5663.02,3014.74,21.92,41.84,1.55,10.32,3.24,5.38,4421.686016,53.586065573770504,1.9851434426229508,-51.600922131147556,15.749999999999996,0.01574403250380904,0.020253495361296222
United States,2021,North America,3761.21,4990.08,35.22,34.89,15.14,5.78,7.85,10.32,2436.511838,53.85921580734795,23.371410929299167,-30.487804878048784,-9.200000000000001,0.17841150129625266,0.3049959709911362
South Africa,2002,Africa,2348.02,2964.48,25.61,33.11,21.55,5.48,6.39,16.7,1746.692078,44.50867052023121,28.968947439171934,-15.539723081059279,-8.84,0.2746972594008923,0.40783497350492054
India,2017,Asia,6643.27,3361.38,18.14,41.89,25.88,11.35,13.32,13.46,5438.180822,51.17273393598827,31.61495235768385,-19.557781578304418,-24.04,0.3491635186184565,0.4623079671311183
Canada,2011,North America,6495.62,1967.79,15.0,42.97,5.38,6.27,3.09,8.92,5521.277,50.55294117647059,6.329411764705882,-44.22352941176471,18.369999999999997,0.05685901500739801,0.0675709620698317
South Africa,2000,Africa,5710.22,2863.46,12.11,24.77,24.0,14.1,4.74,15.42,5018.712358000001,28.18295596768688,27.306860848788254,-0.8760951188986255,4.860000000000001,0.3157894736842105,0.37564564094537484
India,2021,Asia,2541.09,1899.98,31.66,38.31,16.58,18.21,11.78,13.51,1736.5809060000001,56.057945566286215,24.261047702663152,-31.796897863623062,-30.049999999999997,0.19875329657156554,0.3203245749613601
Japan,2011,Asia,4926.73,883.09,18.53,24.06,11.9,18.24,2.67,16.94,4013.8069309999996,29.53234319381367,14.606603657788146,-14.925739536025525,7.66,0.13507377979568674,0.17105074026160705
France,2004,Europe,3207.3,4382.76,22.89,42.54,3.95,14.89,8.4,16.03,2473.14903,55.16794190118013,5.122552198158475,-50.045389703021655,-8.700000000000001,0.041124414367516925,0.05399125205030071
Japan,2016,Asia,1186.87,4810.2,22.23,39.71,25.96,8.17,7.75,14.15,923.0287989999999,51.06082036775107,33.380480905233384,-17.680339462517686,-17.970000000000006,0.3506212857914641,0.5010615711252654
France,2015,Europe,7379.85,4488.64,25.2,48.7,4.72,17.94,6.35,12.32,5520.1278,65.10695187165776,6.310160427807486,-58.79679144385027,-15.230000000000006,0.04953820319059613,0.06735159817351598
Germany,2014,Europe,1526.14,3459.06,35.3,22.07,9.29,18.29,7.13,7.0,987.41258,34.1112828438949,14.35857805255023,-19.75270479134467,0.9200000000000044,0.10241428728916326,0.1676592672802743
Germany,2022,Europe,7626.78,2906.59,39.33,21.71,8.7,7.95,8.89,8.92,4627.167426,35.78374814570628,14.339871435635404,-21.443876710070874,4.500000000000002,0.09529025191675794,0.16740427169520875
Germany,2014,Europe,3845.04,6098.0,19.27,28.47,26.14,16.06,4.1,11.29,3104.100792,35.265700483091784,32.37953672736281,-2.8861637557289725,-5.329999999999993,0.35391280801516384,0.478842278805642
Canada,2004,North America,1888.5,3825.94,33.96,27.85,20.18,9.3,9.44,13.99,1247.1653999999999,42.17141126589946,30.557238037553002,-11.614173228346456,-14.72000000000001,0.25281884239538965,0.44003488879197566
Japan,2020,Asia,4564.26,3562.6,31.76,27.41,23.9,17.04,12.47,12.71,3114.6510240000002,40.16705744431419,35.023446658851114,-5.143610785463075,-25.29,0.3140604467805519,0.5390166892196662
France,2013,Europe,7047.09,569.24,25.07,47.19,7.51,19.96,11.88,9.32,5280.384537000001,62.97878019484852,10.022687841985853,-52.95609235286267,-20.929999999999993,0.08119796734782139,0.11139127855235835
India,2001,Asia,5991.69,2652.24,38.46,27.49,18.75,5.45,4.0,5.1,3687.2860259999993,44.67013324666883,30.467988300292493,-14.20214494637634,0.7499999999999982,0.23076923076923078,0.438186492171068
United States,2010,North America,6549.21,2909.29,12.02,28.16,17.15,18.46,3.94,12.44,5761.994958,32.00727438054103,19.493066606046828,-12.5142077744942,7.830000000000007,0.20700060350030175,0.24212904136665253
India,2018,Asia,5440.88,3032.23,8.82,42.78,24.98,14.34,5.49,9.28,4960.994384,46.91818381223952,27.396358850625134,-19.521824961614385,-5.689999999999994,0.3329778725673154,0.37734138972809667
United States,2006,North America,5692.07,4229.14,34.89,33.49,27.18,19.6,6.69,16.02,3706.106777,51.43603133159269,41.74473967132545,-9.69129166026724,-37.870000000000005,0.3732491073880802,0.7165831795412602
Brazil,2005,South America,6868.97,3921.78,20.37,43.3,0.36,11.98,7.31,5.36,5469.760811,54.37649127213362,0.4520909205073465,-53.924400351626275,11.32,0.0036130068245684463,0.004541440645893781
India,2001,Asia,2372.51,4412.17,34.64,21.96,20.22,17.71,10.84,13.77,1550.672536,33.59853121175031,30.936352509179926,-2.6621787025703867,-19.14,0.25344697919278014,0.4479397430217102
South Africa,2005,Africa,4170.69,5448.23,36.26,34.63,1.56,5.94,2.74,19.12,2658.3978059999995,54.33009099466584,2.447442736115469,-51.88264825855037,-0.25000000000000355,0.015847216578626575,0.025088452878739145
South Africa,2017,Africa,2159.07,5765.71,7.19,21.01,16.47,10.03,2.45,7.62,2003.8328670000003,22.637646805301152,17.745932550371727,-4.8917142549294255,35.23,0.19717466778402967,0.21574534975111342
Australia,2001,Oceania,7907.51,5139.61,35.92,21.88,8.63,6.01,7.09,12.07,5067.132408,34.14481897627965,13.46754057428215,-20.6772784019975,8.400000000000002,0.0944511327569224,0.15563570784490535
Japan,2017,Asia,7580.45,6706.46,20.69,47.19,9.2,19.63,11.06,6.37,6012.054895,59.500693481276,11.60005043500189,-47.90064304627411,-14.139999999999993,0.1013215859030837,0.1312223648552275
United States,2014,North America,795.7,520.34,22.87,24.18,10.59,17.25,4.51,14.39,613.7234100000001,31.349669389342672,13.730066122131468,-17.619603267211204,6.210000000000001,0.11844312716698356,0.15915238954012625
United States,2018,North America,5791.81,1692.13,26.93,35.97,18.64,17.79,10.34,13.26,4232.075567000001,49.22676885178596,25.50978513753935,-23.716983714246613,-22.930000000000007,0.22910521140609638,0.3424582031967665
Mexico,2001,North America,7439.36,449.91,37.42,32.33,10.02,19.07,5.38,11.11,4655.551487999999,51.661872802812404,16.01150527325024,-35.65036752956216,-15.329999999999998,0.11135807957323848,0.1906392694063927
Russia,2019,Europe,1854.32,4673.33,5.67,30.42,21.98,6.28,13.52,12.82,1749.180056,32.248489345913285,23.301176720025442,-8.947312625887843,9.309999999999992,0.281722635221738,0.3038009675190048
Japan,2005,Asia,4759.59,6327.0,21.69,47.0,12.14,10.78,13.64,18.45,3727.234929,60.01787766568765,15.502490103435065,-44.515387562252585,-23.699999999999996,0.1381743683132256,0.1834668278676137
Canada,2000,North America,7366.16,2006.98,29.07,20.65,2.05,6.07,5.86,7.94,5224.817288,29.113210207246574,2.890173410404624,-26.22303679684195,28.36000000000001,0.020929045431342518,0.02976190476190476
Australia,2023,Oceania,754.59,6518.43,30.29,39.91,23.51,8.16,4.99,5.34,526.0246890000001,57.25147037727728,33.7254339406111,-23.526036436666182,-12.19999999999999,0.30736043927310763,0.5088744588744587
Canada,2014,North America,5730.65,797.76,29.24,48.9,8.57,8.44,7.35,17.92,4055.00794,69.10684002261164,12.11136235161108,-56.99547767100056,-20.419999999999995,0.09373291042327463,0.13780350538671812
Canada,2022,North America,2730.12,6567.28,9.71,36.81,12.98,12.04,5.13,13.66,2465.025348,40.76863440026582,14.375899878170342,-26.392734522095473,9.669999999999987,0.1491611123879568,0.16789548570689436
Canada,2009,North America,7432.97,2720.71,15.48,48.1,20.56,9.03,10.74,18.36,6282.346244,56.90960719356366,24.32560340747752,-32.58400378608614,-22.270000000000003,0.2588116817724068,0.3214509068167604
Japan,2018,Asia,7782.94,1069.38,17.56,21.57,9.97,6.51,12.74,13.95,6416.255736,26.16448326055313,12.093643862202816,-14.070839398350314,17.7,0.11074086415639232,0.13757416862149857
Canada,2016,North America,7582.0,3606.75,33.16,32.56,1.7,7.51,10.75,17.15,5067.808800000001,48.71334530221424,2.5433871932974266,-46.169958108916816,-2.8299999999999983,0.017293997965412006,0.02609763586122198
South Africa,2004,Africa,4056.61,2094.73,14.76,27.8,11.22,7.21,12.72,11.45,3457.8543640000003,32.6137963397466,13.16283435007039,-19.45096198967621,14.84,0.1263798152737103,0.15158065387733047
Russia,2003,Europe,6965.32,2280.16,12.37,41.92,28.33,19.6,7.16,16.25,6103.709916,47.837498573547876,32.32911103503366,-15.508387538514214,-25.630000000000006,0.3952839402818473,0.47774030354131536
Russia,2009,Europe,6834.12,2428.11,38.51,49.44,19.25,16.39,4.03,18.7,4202.300388,80.40331761261993,31.305903398926656,-49.09741421369327,-46.31999999999999,0.23839009287925697,0.45572916666666663
Germany,2023,Europe,2893.25,5699.97,5.31,27.7,20.14,19.52,11.59,13.58,2739.618425,29.25335304678424,21.26940542823952,-7.983947618544722,2.159999999999995,0.25219133483596295,0.27015425888665323
Brazil,2016,South America,6716.87,3958.46,39.92,39.63,18.97,11.6,6.69,7.71,4035.495496,65.96205059920108,31.5745672436751,-34.38748335552597,-24.520000000000003,0.23411082315191903,0.4614449039163221
United States,2009,North America,777.56,2454.63,28.69,25.94,5.97,9.18,10.73,9.03,554.478036,36.376384798765955,8.371897349600337,-28.004487449165616,10.460000000000006,0.06349037541210252,0.0913682277318641
Mexico,2016,North America,4972.02,4428.2,34.0,36.96,12.55,16.97,5.52,7.98,3281.5332,56.00000000000001,19.015151515151516,-36.98484848484849,-13.98,0.14351057747284163,0.23479887745556596
United States,2019,North America,2225.07,5126.59,15.31,33.92,22.53,9.89,3.06,8.7,1884.411783,40.05195418585429,26.602904711300035,-13.449049474554258,6.5899999999999945,0.2908222537756551,0.3624517374517374
Brazil,2023,South America,1404.25,2199.32,5.5,49.16,3.04,9.49,14.9,9.6,1327.01625,52.02116402116401,3.2169312169312168,-48.8042328042328,8.310000000000004,0.03135313531353136,0.033238574240104964
Mexico,2004,North America,1077.15,3129.42,30.83,38.26,8.34,8.49,4.03,13.33,745.064655,55.31299696400173,12.057250252999854,-43.255746711001876,-3.279999999999996,0.09098843552258347,0.13710340292618772
Japan,2001,Asia,5722.17,1204.45,34.2,30.49,8.29,6.95,14.85,13.82,3765.1878599999995,46.33738601823708,12.598784194528875,-33.73860182370821,-8.599999999999996,0.09039363210118852,0.14414884367936012
India,2005,Asia,3049.06,1595.59,30.92,23.42,12.96,8.85,14.7,11.4,2106.2906479999997,33.902721482339324,18.76085697741749,-15.141864504921834,-2.2500000000000053,0.14889705882352944,0.23093371347113334
Japan,2020,Asia,5935.75,4895.38,10.0,24.54,29.41,10.33,12.32,14.23,5342.175,27.266666666666666,32.67777777777778,5.411111111111111,-0.8299999999999876,0.4166312508853945,0.48539362931176766
United States,2001,North America,990.17,1597.49,31.37,26.76,2.03,15.11,10.57,6.22,679.5536709999999,38.991694594200794,2.957890135509252,-36.03380445869154,7.93999999999999,0.020720628763907317,0.03048048048048048
United States,2012,North America,2864.68,3866.08,31.91,27.53,15.56,5.94,9.51,6.32,1950.560612,40.431781465707154,22.852107504773095,-17.57967396093406,3.2299999999999986,0.18427285646612981,0.2962116885589187
Mexico,2010,North America,4546.18,5079.71,28.05,45.52,5.38,8.16,13.26,7.58,3270.9765100000004,63.26615705350939,7.477414871438498,-55.78874218207089,-7.949999999999999,0.05685901500739801,0.08081718491813128
Mexico,2010,North America,6430.42,1105.39,31.81,36.84,29.12,17.14,5.76,12.77,4384.9033979999995,54.02551693796745,42.70420882827394,-11.321308109693511,-33.44000000000001,0.41083521444695265,0.7453288968518046
Brazil,2015,South America,2890.64,4144.26,34.61,35.7,3.4,7.2,8.08,8.21,1890.1894959999997,54.59550389967885,5.199571799969414,-49.39593209970944,2.799999999999999,0.035196687370600416,0.05484755605742861
Canada,2010,North America,5194.19,2093.31,26.48,23.44,12.11,10.14,10.05,9.25,3818.768488,31.88248095756257,16.47170837867247,-15.4107725788901,8.529999999999998,0.13778586869951073,0.19719915323237258
Japan,2018,Asia,7144.83,6755.32,8.1,45.8,22.14,17.97,7.35,11.0,6566.0987700000005,49.83677910772578,24.09140369967356,-25.745375408052222,-12.35999999999999,0.28435653737477523,0.31737385321100925
Mexico,2014,North America,5118.97,3591.4,22.07,41.68,21.14,7.32,7.56,17.18,3989.213321,53.48389580392659,27.12690876427563,-26.356987039650964,-16.949999999999992,0.26806999746386,0.3722486353231203
France,2022,Europe,2247.2,5719.55,7.72,22.03,12.68,6.24,6.29,5.21,2073.71616,23.872995231902905,13.740788903337666,-10.132206328565239,39.83,0.14521300961978928,0.1592964824120603
Brazil,2022,South America,683.01,4031.5,19.26,41.24,10.4,12.27,9.34,14.74,551.462274,51.07753282140204,12.880852117909338,-38.1966807034927,-7.250000000000005,0.11607142857142859,0.14785328404890533
South Africa,2015,Africa,7025.74,686.52,19.25,36.31,11.93,9.54,13.06,15.03,5673.2850499999995,44.965944272445824,14.773993808049536,-30.19195046439629,-5.120000000000001,0.13546042920404225,0.17335077012496367
United States,2010,North America,659.52,4578.8,7.31,22.45,7.93,13.45,4.62,16.98,611.309088,24.22052001294638,8.55539971949509,-15.66512029345129,27.26,0.08613011838818291,0.09355828220858896
Brazil,2021,South America,7060.26,6679.26,17.21,33.75,6.16,17.06,14.15,18.99,5845.189254,40.765792970165485,7.440512139147241,-33.32528083101825,-7.320000000000002,0.06564364876385337,0.08038627169515856
Japan,2015,Asia,4467.03,4370.64,8.88,34.54,14.49,7.06,10.96,5.3,4070.357736,37.90605794556628,15.902107111501316,-22.003950834064966,18.77,0.16945386504502397,0.18909043455565702
Mexico,2007,North America,7543.01,5806.65,33.29,24.97,8.06,13.71,12.7,7.31,5031.941971,37.43067006445809,12.082146604706939,-25.348523459751153,-0.03999999999999293,0.08766586904502938,0.13742540494458652
United States,2003,North America,6490.87,6235.76,38.17,48.37,8.62,12.58,9.23,18.29,4013.3049209999995,78.230632379104,13.941452369399968,-64.28918000970403,-35.26,0.09433136353687896,0.16199962413080246
India,2007,Asia,7984.51,1905.33,7.53,45.5,19.7,7.16,12.13,11.88,7383.276397,49.20514761544285,21.304206769763166,-27.90094084567968,-3.900000000000002,0.24533001245330013,0.2707159543768036
Brazil,2003,South America,3130.34,1799.5,38.43,40.07,29.06,14.36,2.21,13.47,1927.3503380000002,65.08039629689783,47.198310865681336,-17.882085431216495,-37.6,0.4096419509444601,0.8938788065210703
Australia,2023,Oceania,6253.91,4432.47,23.29,33.87,18.11,9.1,12.64,14.95,4797.374361,44.153304653891276,23.60839525485595,-20.544909399035326,-11.959999999999988,0.22115032360483575,0.3090443686006826
United States,2002,North America,3514.48,3112.79,15.48,32.35,2.31,12.32,2.52,15.19,2970.4384959999998,38.274964505442505,2.7330809275911028,-35.5418835778514,19.82999999999999,0.023646227863650324,0.02809877143899769
Japan,2002,Asia,4099.07,5943.08,7.69,39.53,2.27,6.23,13.57,18.98,3783.851517,42.82309608926443,2.4591051890369404,-40.36399090022749,11.73,0.023227258774173743,0.02521101732563305
Germany,2017,Europe,5206.29,6340.15,22.52,36.36,28.54,11.89,14.9,19.95,4033.833492,46.9282395456892,36.83531233866804,-10.092927207021162,-34.16,0.3993842709207948,0.58316305680425
France,2018,Europe,7052.58,2732.58,32.81,21.87,8.92,9.6,5.82,15.8,4738.628502,32.54948653073374,13.275785087066527,-19.27370144366721,5.179999999999989,0.09793588054457619,0.15308048738630511
China,2018,Asia,7880.63,1963.35,29.75,35.38,2.76,17.34,4.73,9.31,5536.142575,50.36298932384342,3.928825622775801,-46.43416370106762,0.7299999999999986,0.028383381324557793,0.04089494739961476
Canada,2020,North America,6262.05,5551.47,6.76,44.19,17.97,5.85,11.95,18.2,5838.73542,47.39382239382239,19.27284427284427,-28.12097812097812,-4.920000000000002,0.21906619529440446,0.2387405340773216
China,2004,Asia,3633.25,2213.72,7.55,33.78,18.71,11.28,5.29,5.74,3358.939625,36.53866955110871,20.237966468361275,-16.300703082747436,17.65,0.23016361176036415,0.2537293192297261
Japan,2017,Asia,3660.18,5829.25,19.1,21.56,19.46,11.88,13.25,8.47,2961.08562,26.650185414091464,24.054388133498144,-2.5957972805933203,6.279999999999999,0.24161907126893473,0.3167317708333333
South Africa,2009,Africa,6031.87,3196.67,15.34,43.59,8.02,15.88,3.34,18.46,5106.581142,51.48830616583984,9.473186865107488,-42.01511930073235,-4.630000000000006,0.08719286801478582,0.10464509394572025
South Africa,2021,Africa,2290.83,4805.83,13.13,26.04,0.45,13.61,3.64,8.84,1990.044021,29.975825946817082,0.5180154253482214,-29.45781052146886,34.290000000000006,0.0045203415369161224,0.005207127979634343
Germany,2020,Europe,1328.56,1030.53,14.84,27.76,28.95,15.01,14.73,8.31,1131.401696,32.597463597933306,33.994833255049315,1.397369657116009,-9.600000000000009,0.4074595355383533,0.5150329122931863
Canada,2005,North America,3159.67,4517.47,33.12,24.94,7.53,16.66,10.76,7.07,2113.187296,37.29066985645934,11.258971291866029,-26.03169856459331,-0.08000000000000362,0.0814318157240186,0.12687447346251055
Australia,2000,Oceania,2654.29,3381.67,37.52,29.91,20.28,17.93,13.01,17.89,1658.400392,47.87131882202305,32.4583866837388,-15.412932138284248,-36.540000000000006,0.25439036628198697,0.48056872037914694
Germany,2004,Europe,2722.31,4271.62,19.18,42.7,21.2,9.71,6.22,12.5,2200.170942,52.83345706508291,26.23113090819104,-26.60232615689187,-11.510000000000009,0.26903553299492383,0.35558537403555857
Russia,2008,Europe,2252.06,1508.89,36.71,35.58,18.3,13.07,10.79,15.12,1425.328774,56.21741191341444,28.914520461368305,-27.302891452046133,-29.57,0.22399020807833536,0.40675705712380533
China,2011,Asia,815.7,5263.37,16.25,26.15,9.39,17.6,9.73,8.59,683.1487500000001,31.223880597014926,11.211940298507464,-20.01194029850746,12.29,0.10363094581172057,0.1262775685852609
Germany,2013,Europe,634.05,6094.46,21.68,46.33,8.13,19.84,9.84,16.37,496.58795999999995,59.15474974463739,10.380490296220636,-48.77425944841676,-22.19000000000001,0.08849461195167084,0.1158284655933894
China,2001,Asia,7907.92,1830.48,12.91,46.39,17.93,18.34,10.87,16.4,6887.007528,53.26673556091399,20.587897577218968,-32.678837983695026,-22.839999999999996,0.2184720360667723,0.2592539039907461
United States,2016,North America,3708.3,1031.72,27.42,46.12,25.98,10.57,9.48,9.69,2691.48414,63.54367594378616,35.79498484430973,-27.74869109947643,-29.259999999999998,0.3509862199405566,0.5575107296137339
South Africa,2013,Africa,3382.45,556.01,39.26,27.16,28.4,7.93,7.58,11.16,2054.50013,44.71517945340796,46.75666776424102,2.04148831083306,-21.490000000000002,0.39664804469273746,0.8781694495980209
United States,2012,North America,5597.35,4637.01,26.12,33.54,3.18,12.34,5.59,8.15,4135.32218,45.39794260963725,4.304277206280456,-41.093665403356795,11.079999999999997,0.032844453625284036,0.044978783592645
France,2008,Europe,2136.9,4406.82,17.52,49.55,4.64,16.12,11.99,19.65,1762.51512,60.075169738118326,5.62560620756547,-54.44956353055286,-19.46999999999999,0.04865771812080537,0.05960945529290852
